Time_step,Transaction_Id,Sender_Id,Sender_Account,Sender_Country,Sender_Gender,Sender_Sector,Sender_lob,Bene_Id,Bene_Account,Bene_Country,Bene_Gender,USD_amount,Label,Transaction_Type
17/05/2022 16:04,QUICK-DEPOSIT-12581,,,,N/A,,,JPMC-CLIENT-12526,ACCOUNT-12556,United States Of America,Female,603.7,0,DEPOSIT-CASH
17/05/2022 16:24,PAY-BILL-12584,JPMC-CLIENT-12526,ACCOUNT-12537,USA,Male,13406,CCB,BILL-COMPANY-12567,ACCOUNT-12568,Trinidad-And-Tobago,N/A,100.26,0,MAKE-PAYMENT
17/05/2022 16:24,MOVE-FUNDS-12113,JPMC-CLIENT-12066,ACCOUNT-12089,INDONESIA,N/A,35014,CCB,CLIENT-12086,ACCOUNT-12087,United States Of America,N/A,614.81,1,MOVE-FUNDS
18/05/2022 01:34,PAY-BILL-14304,JPMC-CLIENT-14270,ACCOUNT-14281,USA,Male,15553,CCB,COMPANY-14276,ACCOUNT-14285,United States Of America,Male,147.2,0,MAKE-PAYMENT
18/05/2022 01:44,CASH-CHECK-10310,,,,Female,,,JPMC-CLIENT-10278,ACCOUNT-10287,United States Of America,Male,892,0,DEPOSIT-CHECK
18/05/2022 01:54,QUICK-PAYMENT-13979,JPMC-CLIENT-13944,ACCOUNT-13955,USA,Male,721,CCB,CLIENT-13962,ACCOUNT-13963,United States Of America,Female,708.01,0,QUICK-PAYMENT
18/05/2022 02:34,PAYMENT-19725,JPMC-CLIENT-19684,ACCOUNT-19695,USA,Female,45181,CCB,BILL-COMPANY-19726,ACCOUNT-19727,United States Of America,N/A,13.32,0,MAKE-PAYMENT
18/05/2022 02:34,PAYMENT-15433,JPMC-CLIENT-15397,ACCOUNT-15407,USA,Female,7340,CCB,CLIENT-15398,ACCOUNT-15410,Canada,Male,400.58,0,MAKE-PAYMENT
18/05/2022 02:54,MOVE-FUNDS-16366,COMPANY-16332,ACCOUNT-16340,GERMANY,Female,45965,CCB,JPMC-CLIENT-16328,ACCOUNT-16338,United States Of America,Male,2000.23,0,MOVE-FUNDS
18/05/2022 03:04,QUICK-PAYMENT-19437,CLIENT-19419,ACCOUNT-19420,TIMOR-LESTE,Male,49512,CCB,JPMC-CLIENT-19387,ACCOUNT-19397,United States Of America,N/A,536.24,0,QUICK-PAYMENT
18/05/2022 03:04,PAYMENT-11535,JPMC-CLIENT-11490,ACCOUNT-11504,USA,N/A,20528,CCB,BILL-COMPANY-11536,ACCOUNT-11537,United States Of America,Female,35,0,MAKE-PAYMENT
18/05/2022 03:04,PAYMENT-10605,JPMC-CLIENT-10559,ACCOUNT-10589,NEW-CALEDONIA,Female,42079,CCB,BILL-COMPANY-10606,ACCOUNT-10607,United States Of America,Female,48.13,0,MAKE-PAYMENT
18/05/2022 03:14,DEPOSIT-CASH-16949,,,,N/A,,,JPMC-CLIENT-16898,ACCOUNT-16908,United States Of America,N/A,971,0,DEPOSIT-CASH
18/05/2022 03:14,QUICK-PAYMENT-16379,JPMC-CLIENT-16328,ACCOUNT-16338,USA,Female,33247,CCB,CLIENT-16347,ACCOUNT-16348,United States Of America,Female,478,0,QUICK-PAYMENT
18/05/2022 03:24,PAY-BILL-16380,JPMC-CLIENT-16328,ACCOUNT-16339,USA,Male,20644,CCB,COMPANY-16333,ACCOUNT-16342,United States Of America,Male,756.25,0,MAKE-PAYMENT
18/05/2022 03:34,QUICK-PAYMENT-18874,CLIENT-18827,ACCOUNT-18841,USA,N/A,49825,CCB,JPMC-CLIENT-18825,ACCOUNT-18835,United States Of America,Female,855.61,0,QUICK-PAYMENT
18/05/2022 03:34,DEPOSIT-CASH-18200,,,,N/A,,,JPMC-CLIENT-18147,ACCOUNT-18162,United States Of America,Male,163,0,DEPOSIT-CASH
18/05/2022 03:54,QUICK-PAYMENT-18202,JPMC-CLIENT-18147,ACCOUNT-18162,USA,Female,1668,CCB,CLIENT-18203,ACCOUNT-18204,United States Of America,Male,665.52,1,QUICK-PAYMENT
18/05/2022 03:54,QUICK-PAYMENT-17684,JPMC-CLIENT-17631,ACCOUNT-17642,USA,Male,35183,CCB,CLIENT-17650,ACCOUNT-17651,United States Of America,Male,218,0,QUICK-PAYMENT
18/05/2022 04:04,MAKE-PAYMENT-18205,JPMC-CLIENT-18147,ACCOUNT-18162,USA,Male,26268,CCB,JPMC-COMPANY-18155,ACCOUNT-18167,United States Of America,Female,427.07,0,MAKE-PAYMENT
18/05/2022 04:14,PAYMENT-15174,JPMC-CLIENT-15122,ACCOUNT-15132,USA,N/A,30183,CCB,BILL-COMPANY-15175,ACCOUNT-15176,Hungary,Male,31.97,0,MAKE-PAYMENT
18/05/2022 04:24,PAYMENT-15177,JPMC-CLIENT-15122,ACCOUNT-15132,USA,Male,5915,CCB,BILL-COMPANY-15178,ACCOUNT-15179,Solomon-Islands,N/A,0.62,0,MAKE-PAYMENT
18/05/2022 04:34,PAYMENT-12118,JPMC-CLIENT-12066,ACCOUNT-12076,USA,Male,20267,CCB,CLIENT-12067,ACCOUNT-12079,Canada,Female,400.63,0,MAKE-PAYMENT
18/05/2022 13:54,CASH-CHECK-10309,JPMC-CLIENT-10278,ACCOUNT-10287,USA,Male,40586,CCB,,,,Female,892.6,0,EXCHANGE
18/05/2022 14:24,PAYMENT-13107,JPMC-CLIENT-13069,ACCOUNT-13079,USA,N/A,34563,CCB,BILL-COMPANY-13108,ACCOUNT-13109,Tanzania,Female,65.14,0,MAKE-PAYMENT
18/05/2022 14:34,PAYMENT-18682,JPMC-CLIENT-18633,ACCOUNT-18643,USA,N/A,25070,CCB,BILL-COMPANY-18683,ACCOUNT-18684,United States Of America,Female,79.83,0,MAKE-PAYMENT
18/05/2022 14:34,PAYMENT-15762,JPMC-CLIENT-15722,ACCOUNT-15737,USA,N/A,14707,CCB,CLIENT-15724,ACCOUNT-15739,Canada,Female,400.95,0,MAKE-PAYMENT
18/05/2022 14:44,EXCHANGE-14887,JPMC-CLIENT-14839,ACCOUNT-14850,USA,Male,18556,CCB,,,,Male,100,0,WITHDRAWAL
18/05/2022 14:54,PAYMENT-15440,JPMC-CLIENT-15397,ACCOUNT-15407,USA,Male,37230,CCB,BILL-COMPANY-15441,ACCOUNT-15442,United States Of America,Male,77.72,0,MAKE-PAYMENT
18/05/2022 15:04,WITHDRAWAL-14888,JPMC-CLIENT-14839,ACCOUNT-14849,USA,Male,29326,CCB,,,,Female,226.34,0,WITHDRAWAL
18/05/2022 15:24,PAY-BILL-19440,JPMC-CLIENT-19387,ACCOUNT-19398,USA,Male,15163,CCB,COMPANY-19393,ACCOUNT-19402,Saint-Helena-Ascension-And-Tristan-Da-Cunha,Female,424.42,0,MAKE-PAYMENT
18/05/2022 15:34,EXCHANGE-18875,JPMC-CLIENT-18825,ACCOUNT-18836,USA,Female,36304,CCB,,,,Female,288.68,0,WITHDRAWAL
18/05/2022 15:54,EXCHANGE-18877,JPMC-CLIENT-18825,ACCOUNT-18836,USA,Male,28002,CCB,,,,Male,100,0,WITHDRAWAL
18/05/2022 16:34,QUICK-PAYMENT-13714,CLIENT-13675,ACCOUNT-13676,USA,N/A,18343,CCB,JPMC-CLIENT-13656,ACCOUNT-13667,United States Of America,Male,577.95,0,QUICK-PAYMENT
18/05/2022 16:44,QUICK-PAYMENT-12587,JPMC-CLIENT-12528,ACCOUNT-12543,USA,Male,17281,CCB,JPMC-CLIENT-12526,ACCOUNT-12537,United States Of America,Female,709.02,0,QUICK-PAYMENT
18/05/2022 16:54,WITHDRAWAL-13716,JPMC-CLIENT-13656,ACCOUNT-13666,USA,Male,39447,CCB,,,,Female,732.95,0,EXCHANGE
18/05/2022 16:54,WITHDRAWAL-12588,JPMC-CLIENT-12526,ACCOUNT-12537,USA,Female,350,CCB,,,,Female,372.2,0,EXCHANGE
18/05/2022 17:04,PAYMENT-18213,JPMC-CLIENT-18147,ACCOUNT-18161,USA,Male,20929,CCB,JPMC-CLIENT-18148,ACCOUNT-18164,Canada,Male,400.18,0,MAKE-PAYMENT
18/05/2022 17:14,QUICK-PAYMENT-12129,CLIENT-12086,ACCOUNT-12087,USA,Male,33435,CCB,JPMC-CLIENT-12066,ACCOUNT-12077,United States Of America,Male,351.47,0,QUICK-PAYMENT
18/05/2022 17:34,CASH-CHECK-12132,JPMC-CLIENT-12066,ACCOUNT-12077,USA,Female,41577,CCB,,,,Female,948,0,WITHDRAWAL
19/05/2022 02:04,PAYMENT-14316,JPMC-CLIENT-14270,ACCOUNT-14281,USA,N/A,16033,CCB,BILL-COMPANY-14317,ACCOUNT-14318,Central-African-Republic,Female,20,0,MAKE-PAYMENT
19/05/2022 02:14,PAYMENT-14313,JPMC-CLIENT-14270,ACCOUNT-14281,USA,Female,3614,CCB,BILL-COMPANY-14314,ACCOUNT-14315,United States Of America,Female,56.04,0,MAKE-PAYMENT
19/05/2022 02:44,MAKE-PAYMENT-13117,COMPANY-13076,ACCOUNT-13085,KAZAKHSTAN,Male,40511,CCB,JPMC-CLIENT-13069,ACCOUNT-13079,United States Of America,Female,543.22,0,MAKE-PAYMENT
19/05/2022 03:04,DEPOSIT-CASH-12418,,,,Male,,,JPMC-CLIENT-12367,ACCOUNT-12378,United States Of America,Female,619.99,0,DEPOSIT-CASH
19/05/2022 03:14,PAY-BILL-12417,JPMC-CLIENT-12367,ACCOUNT-12377,USA,Male,22767,CCB,BILL-COMPANY-12411,ACCOUNT-12412,United States Of America,Male,807.06,0,MAKE-PAYMENT
19/05/2022 03:14,PAY-CHECK-11825,CLIENT-11779,ACCOUNT-11786,CANADA,Female,46449,CCB,JPMC-CLIENT-11777,ACCOUNT-11788,United States Of America,N/A,109,0,PAY-CHECK
19/05/2022 03:14,QUICK-PAYMENT-10893,COMPANY-10850,ACCOUNT-10859,USA,Male,12784,CCB,JPMC-CLIENT-10843,ACCOUNT-10854,United States Of America,Female,317,0,QUICK-PAYMENT
19/05/2022 03:24,PAY-BILL-13122,JPMC-CLIENT-13069,ACCOUNT-13080,USA,Male,2130,CCB,COMPANY-13076,ACCOUNT-13085,Kazakhstan,Male,334.61,0,MAKE-PAYMENT
19/05/2022 03:34,WITHDRAWAL-13123,JPMC-CLIENT-13069,ACCOUNT-13080,USA,Female,22614,CCB,,,,Female,394.83,0,EXCHANGE
19/05/2022 03:54,DEPOSIT-CASH-19443,,,,Male,,,JPMC-CLIENT-19387,ACCOUNT-19397,United States Of America,Female,721,0,DEPOSIT-CASH
19/05/2022 03:54,MOVE-FUNDS-17687,JPMC-CLIENT-17631,ACCOUNT-17642,USA,Female,18602,CCB,CLIENT-17650,ACCOUNT-17651,United States Of America,Male,453.6,0,MOVE-FUNDS
19/05/2022 04:24,MOVE-FUNDS-16959,CLIENT-16955,ACCOUNT-16956,MOZAMBIQUE,Female,26541,CCB,JPMC-CLIENT-16898,ACCOUNT-16909,United States Of America,Female,100.94,0,MOVE-FUNDS
19/05/2022 05:24,PAYMENT-18217,JPMC-CLIENT-18147,ACCOUNT-18161,USA,Male,19952,CCB,BILL-COMPANY-18218,ACCOUNT-18219,United States Of America,Female,8.86,0,MAKE-PAYMENT
19/05/2022 05:34,CASH-CHECK-12133,,,,N/A,,,JPMC-CLIENT-12066,ACCOUNT-12089,Indonesia,Male,948,0,DEPOSIT-CHECK
19/05/2022 14:14,PAYMENT-10314,JPMC-CLIENT-10278,ACCOUNT-10286,USA,Female,11988,CCB,BILL-COMPANY-10315,ACCOUNT-10316,United States Of America,Female,25.62,0,MAKE-PAYMENT
19/05/2022 14:24,PAYMENT-17216,JPMC-CLIENT-17180,ACCOUNT-17190,USA,Male,3005,CCB,BILL-COMPANY-17217,ACCOUNT-17218,Congo-Dem-Rep,Male,35.05,0,MAKE-PAYMENT
19/05/2022 14:34,CASH-CHECK-17227,,,,Female,,,JPMC-CLIENT-17180,ACCOUNT-17191,United States Of America,Female,919.98,0,DEPOSIT-CHECK
19/05/2022 15:04,PAY-CHECK-16041,JPMC-CLIENT-15992,ACCOUNT-16002,USA,Male,24286,CCB,CLIENT-15995,ACCOUNT-16008,Canada,N/A,777.3,0,PAY-CHECK
19/05/2022 15:04,PAY-BILL-15446,JPMC-CLIENT-15397,ACCOUNT-15408,USA,Male,15042,CCB,BILL-COMPANY-15435,ACCOUNT-15436,Angola,Male,766.68,0,MAKE-PAYMENT
19/05/2022 15:14,PAY-BILL-16671,JPMC-CLIENT-16617,ACCOUNT-16629,USA,Female,26154,CCB,COMPANY-16623,ACCOUNT-16632,Ireland,N/A,358,0,MAKE-PAYMENT
19/05/2022 15:44,DEPOSIT-CASH-14894,,,,Female,,,JPMC-CLIENT-14839,ACCOUNT-14850,United States Of America,Male,123,1,DEPOSIT-CASH
19/05/2022 17:04,PAYMENT-13721,JPMC-CLIENT-13656,ACCOUNT-13667,USA,Male,25683,CCB,BILL-COMPANY-13722,ACCOUNT-13723,Papua-New-Guinea,Male,29.19,0,MAKE-PAYMENT
19/05/2022 17:24,PAYMENT-18220,JPMC-CLIENT-18147,ACCOUNT-18161,USA,Female,47690,CCB,BILL-COMPANY-18221,ACCOUNT-18222,Vietnam,Male,43,0,MAKE-PAYMENT
20/05/2022 02:14,PAY-BILL-14319,JPMC-CLIENT-14270,ACCOUNT-14281,USA,Male,36549,CCB,BILL-COMPANY-14317,ACCOUNT-14318,Central-African-Republic,Female,153.17,0,MAKE-PAYMENT
20/05/2022 02:54,QUICK-PAYMENT-18686,JPMC-CLIENT-18633,ACCOUNT-18658,USA,Male,42044,CCB,CLIENT-18663,ACCOUNT-18664,United States Of America,Female,760.89,0,QUICK-PAYMENT
20/05/2022 02:54,CASH-CHECK-17230,,,,Female,,,JPMC-CLIENT-17180,ACCOUNT-17191,United States Of America,Female,100.86,0,DEPOSIT-CHECK
20/05/2022 02:54,QUICK-PAYMENT-15775,CLIENT-15723,ACCOUNT-15741,CANADA,Male,36864,CCB,JPMC-CLIENT-15722,ACCOUNT-15736,United States Of America,Male,435,0,QUICK-PAYMENT
20/05/2022 03:04,PAY-CHECK-15447,JPMC-CLIENT-15397,ACCOUNT-15407,USA,Female,30598,CCB,JPMC-CLIENT-15399,ACCOUNT-15412,United States Of America,Female,232,0,PAY-CHECK
20/05/2022 03:04,QUICK-PAYMENT-14608,JPMC-CLIENT-14555,ACCOUNT-14566,USA,Male,21608,CCB,CLIENT-14575,ACCOUNT-14576,Myanmar,N/A,131,0,QUICK-PAYMENT
20/05/2022 03:14,EXCHANGE-17959,JPMC-CLIENT-17905,ACCOUNT-17932,CANADA,N/A,7844,CCB,,,,N/A,664.6,0,EXCHANGE
20/05/2022 03:14,WITHDRAWAL-16672,JPMC-CLIENT-16617,ACCOUNT-16655,USA,Female,25890,CCB,,,,Male,100,0,EXCHANGE
20/05/2022 03:44,MOVE-FUNDS-16046,JPMC-CLIENT-15992,ACCOUNT-16003,USA,Female,17309,CCB,CLIENT-15995,ACCOUNT-16008,Canada,Female,669.47,0,MOVE-FUNDS
20/05/2022 03:44,QUICK-PAYMENT-12423,JPMC-CLIENT-12367,ACCOUNT-12377,USA,Female,9466,CCB,CLIENT-12386,ACCOUNT-12387,United States Of America,Female,618.23,0,QUICK-PAYMENT
20/05/2022 03:54,QUICK-PAYMENT-12813,JPMC-CLIENT-12757,ACCOUNT-12766,INDONESIA,Female,39892,CCB,JPMC-CLIENT-12755,ACCOUNT-12769,United States Of America,N/A,410.7,0,QUICK-PAYMENT
20/05/2022 04:14,QUICK-PAYMENT-14891,JPMC-CLIENT-14839,ACCOUNT-14849,USA,N/A,2713,CCB,CLIENT-14857,ACCOUNT-14858,Indonesia,Female,192.9,1,QUICK-PAYMENT
20/05/2022 04:14,MOVE-FUNDS-13128,JPMC-CLIENT-13069,ACCOUNT-13119,FRENCH-GUIANA,Male,20112,CCB,CLIENT-13094,ACCOUNT-13095,Oman,Male,910.48,0,MOVE-FUNDS
20/05/2022 04:24,QUICK-PAYMENT-13130,JPMC-CLIENT-13069,ACCOUNT-13080,USA,Female,43406,CCB,JPMC-CLIENT-13071,ACCOUNT-13078,Canada,N/A,396.06,0,QUICK-PAYMENT
20/05/2022 05:24,PAYMENT-19146,JPMC-CLIENT-19083,ACCOUNT-19094,USA,Male,20574,CCB,BILL-COMPANY-19147,ACCOUNT-19148,Guinea,Male,32.95,0,MAKE-PAYMENT
20/05/2022 05:34,QUICK-PAYMENT-18224,CLIENT-18203,ACCOUNT-18204,USA,Male,9378,CCB,JPMC-CLIENT-18147,ACCOUNT-18162,United States Of America,Female,100.4,0,QUICK-PAYMENT
20/05/2022 06:04,PAYMENT-12138,JPMC-CLIENT-12066,ACCOUNT-12077,USA,N/A,15190,CCB,CLIENT-12067,ACCOUNT-12079,Canada,N/A,400.26,0,MAKE-PAYMENT
20/05/2022 06:14,PAYMENT-12142,JPMC-CLIENT-12066,ACCOUNT-12077,USA,Female,29573,CCB,BILL-COMPANY-12143,ACCOUNT-12144,Netherlands,Male,17.01,0,MAKE-PAYMENT
20/05/2022 14:14,QUICK-DEPOSIT-14320,,,,Female,,,JPMC-CLIENT-14270,ACCOUNT-14282,United States Of America,Female,510.73,0,DEPOSIT-CASH
20/05/2022 14:54,CASH-CHECK-17229,JPMC-CLIENT-17180,ACCOUNT-17190,USA,Female,47935,CCB,,,,Male,100.57,0,EXCHANGE
20/05/2022 15:04,MAKE-PAYMENT-17231,JPMC-CLIENT-17180,ACCOUNT-17190,USA,Female,46014,CCB,JPMC-COMPANY-17186,ACCOUNT-17195,Sierra-Leone,Female,514.66,0,MAKE-PAYMENT
20/05/2022 15:04,QUICK-PAYMENT-10330,JPMC-CLIENT-10278,ACCOUNT-10287,USA,Female,12679,CCB,JPMC-CLIENT-10279,ACCOUNT-10285,Canada,Male,912,0,QUICK-PAYMENT
20/05/2022 15:14,MAKE-PAYMENT-10896,JPMC-CLIENT-10843,ACCOUNT-10853,USA,Male,46612,CCB,CLIENT-10846,ACCOUNT-10851,Canada,N/A,289.9,0,MAKE-PAYMENT
20/05/2022 15:14,QUICK-PAYMENT-10329,JPMC-CLIENT-10279,ACCOUNT-10285,CANADA,Female,27852,CCB,JPMC-CLIENT-10278,ACCOUNT-10287,United States Of America,N/A,986.54,0,QUICK-PAYMENT
20/05/2022 15:44,MOVE-FUNDS-12424,JPMC-CLIENT-12367,ACCOUNT-12377,USA,N/A,29413,CCB,CLIENT-12386,ACCOUNT-12387,United States Of America,Female,301.47,0,MOVE-FUNDS
20/05/2022 15:54,PAY-BILL-19447,JPMC-CLIENT-19387,ACCOUNT-19397,USA,Male,44858,CCB,COMPANY-19390,ACCOUNT-19396,United States Of America,N/A,351.58,0,MAKE-PAYMENT
20/05/2022 16:14,QUICK-PAYMENT-11455,JPMC-CLIENT-11395,ACCOUNT-11406,USA,Male,47468,CCB,COMPANY-11397,ACCOUNT-11403,Taiwan,Male,803.86,0,QUICK-PAYMENT
20/05/2022 16:24,QUICK-PAYMENT-11456,JPMC-CLIENT-11395,ACCOUNT-11405,USA,Female,15984,CCB,CLIENT-11413,ACCOUNT-11414,Congo-Rep,Male,981.79,0,QUICK-PAYMENT
20/05/2022 16:34,DEPOSIT-CASH-11458,,,,Female,,,JPMC-CLIENT-11395,ACCOUNT-11406,United States Of America,Female,493,0,DEPOSIT-CASH
20/05/2022 17:04,PAY-CHECK-15185,CLIENT-15124,ACCOUNT-15130,INDONESIA,Female,43924,CCB,JPMC-CLIENT-15122,ACCOUNT-15132,United States Of America,Male,406.49,0,PAY-CHECK
20/05/2022 17:44,EXCHANGE-19156,JPMC-CLIENT-19083,ACCOUNT-19093,USA,Male,44894,CCB,,,,Male,927.16,0,WITHDRAWAL
20/05/2022 18:14,PAYMENT-12139,JPMC-CLIENT-12066,ACCOUNT-12077,USA,Male,29386,CCB,BILL-COMPANY-12140,ACCOUNT-12141,Bulgaria,N/A,43.77,0,MAKE-PAYMENT
21/05/2022 03:14,PAY-BILL-10617,JPMC-CLIENT-10559,ACCOUNT-10573,USA,N/A,44693,CCB,COMPANY-10566,ACCOUNT-10578,United States Of America,Female,348.33,0,MAKE-PAYMENT
21/05/2022 03:24,CASH-CHECK-19741,JPMC-CLIENT-19684,ACCOUNT-19694,USA,Male,28895,CCB,,,,Female,981.77,0,EXCHANGE
21/05/2022 03:24,CASH-CHECK-15451,,,,N/A,,,JPMC-CLIENT-15397,ACCOUNT-15407,United States Of America,N/A,100.19,0,DEPOSIT-CHECK
21/05/2022 03:34,MAKE-PAYMENT-16676,JPMC-CLIENT-16617,ACCOUNT-16629,USA,Male,5297,CCB,CLIENT-16619,ACCOUNT-16633,United States Of America,Female,572.05,0,MAKE-PAYMENT
21/05/2022 03:44,PAY-BILL-16048,JPMC-CLIENT-15992,ACCOUNT-16003,USA,Male,18338,CCB,BILL-COMPANY-16033,ACCOUNT-16034,United States Of America,Female,493.4,0,MAKE-PAYMENT
21/05/2022 03:44,WITHDRAWAL-11833,JPMC-CLIENT-11777,ACCOUNT-11787,USA,N/A,20100,CCB,,,,Male,436.78,0,EXCHANGE
21/05/2022 03:54,CASH-CHECK-12426,,,,Female,,,JPMC-CLIENT-12367,ACCOUNT-12378,United States Of America,Female,705.31,0,DEPOSIT-CHECK
21/05/2022 04:04,CASH-CHECK-13433,,,,Male,,,JPMC-CLIENT-13371,ACCOUNT-13404,United States Of America,Female,861.02,0,DEPOSIT-CHECK
21/05/2022 04:14,QUICK-PAYMENT-18884,CLIENT-18827,ACCOUNT-18841,USA,Male,40627,CCB,JPMC-CLIENT-18825,ACCOUNT-18835,United States Of America,Female,817,0,QUICK-PAYMENT
21/05/2022 04:14,QUICK-PAYMENT-14617,JPMC-CLIENT-14555,ACCOUNT-14566,USA,Female,33345,CCB,CLIENT-14618,ACCOUNT-14619,United States Of America,N/A,699.74,1,QUICK-PAYMENT
21/05/2022 04:24,EXCHANGE-12429,JPMC-CLIENT-12367,ACCOUNT-12377,USA,Male,44513,CCB,,,,N/A,107.32,0,WITHDRAWAL
21/05/2022 04:34,DEPOSIT-CHECK-11457,,,,Male,,,JPMC-CLIENT-11395,ACCOUNT-11406,United States Of America,Female,719.01,0,DEPOSIT-CHECK
21/05/2022 04:44,PAYMENT-18416,JPMC-CLIENT-18352,ACCOUNT-18363,USA,Male,23802,CCB,BILL-COMPANY-18417,ACCOUNT-18418,Heard-Island-And-Mcdonald-Islands,Female,61,0,MAKE-PAYMENT
21/05/2022 05:34,PAY-CHECK-13731,JPMC-CLIENT-13656,ACCOUNT-13666,USA,N/A,9125,CCB,COMPANY-13663,ACCOUNT-13672,Gambia,Female,637.59,0,PAY-CHECK
21/05/2022 06:14,MAKE-PAYMENT-19159,JPMC-CLIENT-19083,ACCOUNT-19094,USA,Female,49358,CCB,CLIENT-19085,ACCOUNT-19097,United-States,Male,119.02,0,MAKE-PAYMENT
21/05/2022 14:54,QUICK-DEPOSIT-15778,,,,Male,,,JPMC-CLIENT-15722,ACCOUNT-15736,United States Of America,Male,797,0,DEPOSIT-CASH
21/05/2022 15:24,CASH-CHECK-19742,,,,Male,,,JPMC-CLIENT-19684,ACCOUNT-19695,United States Of America,N/A,981.95,0,DEPOSIT-CHECK
21/05/2022 15:24,PAY-BILL-17962,JPMC-CLIENT-17905,ACCOUNT-17915,USA,Female,12019,CCB,COMPANY-17911,ACCOUNT-17920,United States Of America,N/A,460.73,0,MAKE-PAYMENT
21/05/2022 15:34,MOVE-FUNDS-17381,JPMC-CLIENT-17320,ACCOUNT-17334,USA,Female,28987,CCB,COMPANY-17323,ACCOUNT-17329,Germany,Female,405.51,0,MOVE-FUNDS
21/05/2022 15:54,QUICK-DEPOSIT-16679,,,,N/A,,,JPMC-CLIENT-16617,ACCOUNT-16655,United States Of America,Female,964.92,0,DEPOSIT-CASH
21/05/2022 16:04,PAY-CHECK-17384,JPMC-CLIENT-17320,ACCOUNT-17334,USA,Female,38463,CCB,CLIENT-17322,ACCOUNT-17331,Reunion,N/A,346,0,PAY-CHECK
21/05/2022 16:24,QUICK-PAYMENT-17705,CLIENT-17650,ACCOUNT-17651,USA,Female,39309,CCB,JPMC-CLIENT-17631,ACCOUNT-17641,United States Of America,N/A,724.23,0,QUICK-PAYMENT
21/05/2022 16:24,MOVE-FUNDS-14621,JPMC-COMPANY-14559,ACCOUNT-14567,GERMANY,N/A,27063,CCB,JPMC-CLIENT-14555,ACCOUNT-14589,United States Of America,Female,2000.78,0,MOVE-FUNDS
21/05/2022 16:24,MOVE-FUNDS-12430,JPMC-COMPANY-12371,ACCOUNT-12379,GERMANY,N/A,9286,CCB,JPMC-CLIENT-12367,ACCOUNT-12378,United States Of America,Male,2000,0,MOVE-FUNDS
21/05/2022 16:34,PAYMENT-12431,JPMC-CLIENT-12367,ACCOUNT-12378,USA,Male,27712,CCB,CLIENT-12368,ACCOUNT-12380,Canada,Male,400.35,0,MAKE-PAYMENT
21/05/2022 16:44,MOVE-FUNDS-18414,COMPANY-18356,ACCOUNT-18364,GERMANY,Male,21033,CCB,JPMC-CLIENT-18352,ACCOUNT-18363,United States Of America,Female,2000.14,0,MOVE-FUNDS
21/05/2022 16:54,PAYMENT-18415,JPMC-CLIENT-18352,ACCOUNT-18363,USA,Male,5262,CCB,CLIENT-18353,ACCOUNT-18365,Canada,N/A,400,0,MAKE-PAYMENT
21/05/2022 17:04,PAYMENT-11199,JPMC-CLIENT-11124,ACCOUNT-11135,USA,Female,22133,CCB,BILL-COMPANY-11200,ACCOUNT-11201,Switzerland,Female,27.06,0,MAKE-PAYMENT
21/05/2022 17:24,MOVE-FUNDS-12603,JPMC-CLIENT-12526,ACCOUNT-12538,USA,Female,38718,CCB,JPMC-CLIENT-12528,ACCOUNT-12543,United States Of America,N/A,231,0,MOVE-FUNDS
22/05/2022 03:24,PAY-CHECK-11550,JPMC-CLIENT-11490,ACCOUNT-11505,USA,Male,41325,CCB,CLIENT-11492,ACCOUNT-11502,United States Of America,Female,502.51,0,PAY-CHECK
22/05/2022 03:34,PAY-CHECK-15453,JPMC-CLIENT-15397,ACCOUNT-15408,USA,Male,42165,CCB,JPMC-COMPANY-15403,ACCOUNT-15406,Suriname,Male,126.67,0,PAY-CHECK
22/05/2022 03:44,QUICK-PAYMENT-16050,JPMC-CLIENT-15992,ACCOUNT-16003,USA,Male,32929,CCB,COMPANY-15996,ACCOUNT-16001,St-Pierre-Miquelon,Female,102.53,0,QUICK-PAYMENT
22/05/2022 03:44,MAKE-PAYMENT-15455,JPMC-CLIENT-15397,ACCOUNT-15408,USA,N/A,22440,CCB,JPMC-CLIENT-15399,ACCOUNT-15412,United States Of America,N/A,688,0,MAKE-PAYMENT
22/05/2022 03:54,QUICK-PAYMENT-15456,JPMC-CLIENT-15399,ACCOUNT-15412,USA,Male,38651,CCB,JPMC-CLIENT-15397,ACCOUNT-15408,United States Of America,Male,213.2,0,QUICK-PAYMENT
22/05/2022 04:14,PAYMENT-10344,JPMC-CLIENT-10278,ACCOUNT-10286,USA,Male,30632,CCB,BILL-COMPANY-10345,ACCOUNT-10346,Oman,Female,34.46,0,MAKE-PAYMENT
22/05/2022 04:24,PAYMENT-18887,JPMC-CLIENT-18825,ACCOUNT-18835,USA,Female,35214,CCB,BILL-COMPANY-18888,ACCOUNT-18889,United States Of America,Male,38,0,MAKE-PAYMENT
22/05/2022 04:24,MOVE-FUNDS-16390,COMPANY-16332,ACCOUNT-16340,GERMANY,Female,39445,CCB,JPMC-CLIENT-16328,ACCOUNT-16339,United States Of America,Female,2000.35,0,MOVE-FUNDS
22/05/2022 04:34,PAYMENT-19452,JPMC-CLIENT-19387,ACCOUNT-19398,USA,Female,15493,CCB,CLIENT-19388,ACCOUNT-19400,Canada,Male,400.59,0,MAKE-PAYMENT
